学科,年份,省份,类型,客观题数,客观缺口,合计缺口,听力题,源文件路径
biology,2014,chongqing,independent,3,3,4,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/biology/2014/2014年高考生物试卷（重庆）（解析卷）.docx
chemistry,2013,guangdong,independent,3,3,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chemistry/2013/2013年高考化学试卷（广东）（解析卷）.docx
physics,2012,fujian,independent,4,3,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/physics/2012/2012年高考物理试卷（福建）（解析卷）.docx
chemistry,2017,jiangsu,independent,15,3,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chemistry/2017/2017年高考化学试卷（江苏）（解析卷）   .docx
english,2024,beijing,independent,18,3,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/english/2024/2024年高考英语试卷（北京）（机考 无听力）（解析卷）.docx
biology,2013,jiangsu,independent,16,3,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/biology/2013/2013年高考生物试卷（江苏）（解析卷）.docx
chemistry,2024,shanghai,independent,10,3,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/chemistry/2024/2024年高考化学试卷（上海）（解析卷）.docx
english,2017,tianjin,independent,35,3,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/english/2017/2017年高考英语试卷（天津）（解析卷）.docx
chemistry,2018,jiangsu,independent,15,3,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chemistry/2018/2018年高考化学试卷（江苏）（解析卷）   .docx
chemistry,2019,jiangsu,independent,16,3,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chemistry/2019/2019年高考化学试卷（江苏）（解析卷）   .docx
geography,2022,hebei,independent,8,3,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/geography/2022/2022年高考地理试卷（河北）（解析卷）.docx
physics,2010,sichuan,independent,6,3,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/physics/2010/2010年高考物理真题（四川）（解析卷）.docx
geography,2009,shanghai,independent,19,2,37,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/geography/2009/2009年高考地理试卷（上海）（解析卷）.docx
english,2016,shanghai,independent,15,2,26,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/english/2016/2016年高考英语试卷（上海）（秋考）（解析卷）.docx
math,2009,jiangxi,independent,10,2,26,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/math/2009/2009年高考数学试卷（文）（江西）（解析卷）.docx
chinese,2014,shanghai,independent,8,2,25,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chinese/2014/2014年高考语文试卷（上海）（秋考）（解析卷）.docx
math,2010,shanghai,independent,2,2,20,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/math/2010/2010年高考数学试卷（文）（上海）（解析卷）.docx
chinese,2010,hainan,independent,11,2,16,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chinese/2010/2010年高考语文试卷（新课标）（海南宁夏）（解析卷）.docx
chinese,2015,shanghai,independent,10,2,16,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chinese/2015/2015年高考语文试卷（上海）（秋考）（解析卷）.docx
chinese,2010,guangdong,independent,10,2,15,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chinese/2010/2010年高考语文试卷（广东）（解析卷）.docx
math,2008,jiangsu,independent,13,2,14,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/math/2008/2008年高考数学试卷（江苏）（解析卷）.docx
english,2015,national,national_i,37,2,13,20,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/english/2015/2015年高考英语试卷（新课标Ⅰ卷）（解析卷）.docx
chinese,2008,guangdong,independent,2,2,13,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chinese/2008/2008年高考语文试卷（广东）（解析卷）.docx
math,2010,sichuan,independent,16,2,13,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/math/2010/2010年高考数学试卷（文）（四川）（解析卷）.docx
math,2016,jiangsu,independent,15,2,13,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/math/2016/2016年高考数学试卷（江苏）（解析卷）.docx
math,2009,hunan,independent,11,2,12,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/math/2009/2009年高考数学试卷（文）（湖南）（解析卷） .docx
chinese,2022,national,new_gaokao_ii,9,2,11,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/chinese/2022/2022年高考语文试卷（新高考Ⅱ卷）（解析卷）.docx
chinese,2022,zhejiang,independent,13,2,10,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/chinese/2022/2022年高考语文试卷（浙江）（解析卷）.docx
chinese,2018,beijing,independent,4,2,10,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chinese/2018/2018年高考语文试卷（北京）（解析卷）.docx
physics,2009,guangdong,independent,5,2,9,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/physics/2009/2009年高考物理试卷（广东）（解析卷）.docx
history,2012,hainan,independent,14,2,9,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/history/2012/2012年高考历史试卷（海南）（解析卷）.docx
physics,2010,shandong,independent,2,2,9,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/physics/2010/2010年高考物理真题（山东）（解析卷）.docx
chinese,2010,jiangsu,independent,5,2,9,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chinese/2010/2010年高考语文试卷（江苏）（解析卷）.docx
chinese,2017,beijing,independent,4,2,9,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chinese/2017/2017年高考语文试卷（北京）（解析卷）.docx
geography,2011,hainan,independent,18,2,8,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/geography/2011/2011年高考地理试卷（海南）（解析卷）.docx
biology,2019,zhejiang,independent,32,2,7,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/biology/2019/2019年高考生物试卷（浙江）【4月】（解析卷）.docx
chinese,2017,jiangsu,independent,6,2,7,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chinese/2017/2017年高考语文试卷（江苏）（解析卷）   .docx
politics,2011,jiangsu,independent,33,2,7,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/politics/2011/2011年高考政治试卷（江苏）（解析卷）.docx
chinese,2009,tianjin,independent,8,2,6,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chinese/2009/2009年高考语文试卷（天津）（解析卷）.docx
chinese,2012,liaoning,independent,3,2,6,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chinese/2012/2012年高考语文试卷（辽宁）（解析卷）.docx
biology,2019,beijing,independent,5,2,6,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/biology/2019/2019年高考生物试卷（北京）（解析卷）.docx
chinese,2015,jiangsu,independent,7,2,6,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chinese/2015/2015年高考语文试卷（江苏）（解析卷）   .docx
biology,2020,tianjin,independent,19,2,6,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/biology/2020/2020年高考生物试卷（天津）（解析卷）.docx
chemistry,2014,shandong,independent,5,2,6,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chemistry/2014/2014年高考化学试卷（山东）（解析卷）.docx
physics,2015,beijing,independent,11,2,6,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/physics/2015/2015年高考物理试卷（北京）（解析卷）.docx
chinese,2015,national,national_ii,7,2,6,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chinese/2015/2015年高考语文试卷（新课标Ⅱ卷）（解析卷）.docx
chinese,2014,hunan,independent,4,2,6,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chinese/2014/2014年高考语文试卷（湖南）（解析卷）.docx
math,2015,hunan,independent,13,2,6,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/math/2015/2015年高考数学试卷（文）（湖南）（解析卷）.docx
chinese,2016,national,national_iii,7,2,6,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chinese/2016/2016年高考语文试卷（新课标Ⅲ卷）（解析卷）.docx
politics,2019,beijing,independent,12,2,5,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/politics/2019/2019年高考政治试卷（北京）（解析卷）.docx
politics,2015,beijing,independent,12,2,5,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/politics/2015/2015年高考政治试卷（北京）（解析卷）.docx
biology,2014,anhui,independent,3,2,5,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/biology/2014/2014年高考生物试卷（安徽）（解析卷）.docx
chinese,2016,national,national_ii,7,2,5,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chinese/2016/2016年高考语文试卷（新课标Ⅱ卷）（解析卷）.docx
physics,2017,tianjin,independent,8,2,5,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/physics/2017/2017年高考物理试卷（天津）（解析卷）.docx
chinese,2012,shandong,independent,5,2,5,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chinese/2012/2012年高考语文试卷（山东）（解析卷）.docx
chinese,2016,tianjin,independent,9,2,5,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chinese/2016/2016年高考语文试卷（天津）（解析卷）.docx
chinese,2008,tianjin,independent,8,2,5,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chinese/2008/2008年高考语文试卷（天津）（解析卷）.docx
politics,2013,tianjin,independent,11,2,5,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/politics/2013/2013年高考政治试卷（天津）（解析卷）.docx
english,2015,zhejiang,independent,43,2,5,1,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/english/2015/2015年高考英语试卷（浙江）（解析卷）.docx
chinese,2022,tianjin,independent,15,2,5,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/chinese/2022/2022年高考语文试卷（天津）（解析卷）.docx
politics,2018,tianjin,independent,11,2,5,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/politics/2018/2018年高考政治试卷（天津）（解析卷）.docx
physics,2010,tianjin,independent,9,2,5,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/physics/2010/2010年高考物理真题（天津）（解析卷）.docx
english,2016,national,national_ii,36,2,5,20,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/english/2016/2016年高考英语试卷（新课标Ⅱ卷）（解析卷）.docx
geography,2015,shandong,independent,12,2,5,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/geography/2015/2015年高考地理试卷（山东）（解析卷）.docx
chinese,2013,national,national_ii,7,2,5,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chinese/2013/2013年高考语文试卷（新课标Ⅱ卷）（解析卷）.docx
physics,2014,national,national_ii,8,2,5,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/physics/2014/2014年高考物理试卷（新课标Ⅱ）（解析卷）.docx
politics,2009,tianjin,independent,11,2,5,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/politics/2009/2009年高考政治试卷（天津）（解析卷）.docx
history,2023,tianjin,independent,5,2,5,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/history/2023/2023年高考历史试卷（天津）（解析卷）.docx
politics,2016,beijing,independent,12,2,4,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/politics/2016/2016年高考政治试卷（北京）（解析卷）.docx
chinese,2008,shandong,independent,11,2,4,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chinese/2008/2008年高考语文试卷（山东）（解析卷）.docx
geography,2009,zhejiang,independent,9,2,4,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/geography/2009/2009年高考地理试卷（浙江）（解析卷）.docx
english,2010,guangdong,independent,15,2,4,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/english/2010/2010年高考英语试卷（广东）（解析卷）.docx
geography,2011,zhejiang,independent,8,2,4,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/geography/2011/2011年高考地理试卷（浙江）（解析卷）.docx
chemistry,2013,jiangsu,independent,15,2,4,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chemistry/2013/2013年高考化学试卷（江苏）（解析卷）   .docx
politics,2014,national,national_i,12,2,4,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/politics/2014/2014年高考政治试卷（新课标Ⅰ）（解析卷）.docx
biology,2021,hebei,independent,23,2,4,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/biology/2021/2021年高考生物试卷（河北）（解析卷）.docx
biology,2013,shandong,independent,3,2,4,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/biology/2013/2013年高考生物试卷（山东）（解析卷）.docx
chinese,2016,beijing,independent,3,2,4,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chinese/2016/2016年高考语文试卷（北京）（解析卷）.docx
physics,2011,anhui,independent,2,2,4,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/physics/2011/2011年高考物理试卷（安徽）（解析卷）.docx
physics,2012,zhejiang,independent,2,2,4,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/physics/2012/2012年高考物理试卷（浙江）（解析卷）.docx
politics,2014,shandong,independent,2,2,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/politics/2014/2014年高考政治试卷（山东）（解析卷）.docx
biology,2024,jiangxi,independent,20,2,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/biology/2024/2024年高考生物试卷（江西）（解析卷）.docx
math,2014,chongqing,independent,6,2,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/math/2014/2014年高考数学试卷（文）（重庆）（解析卷）.docx
chemistry,2012,zhejiang,independent,12,2,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chemistry/2012/2012年高考化学试卷（浙江）（解析卷）.docx
biology,2022,chongqing,independent,26,2,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/biology/2022/2022年高考生物试卷（重庆）（解析卷）.docx
